sno,time,x,y,z,qx,qy,qz,qw,id
821212061590,1740867865.3541632,0.026175357401371002,-0.016162097454071045,1.0828285217285156,0.5946402549743652,-0.8039001226425171,-0.010743655264377594,-0.0056802332401275635,2
821212061590,1740867865.36636,0.026175357401371002,-0.016162097454071045,1.0828285217285156,0.5946402549743652,-0.8039001226425171,-0.010743655264377594,-0.0056802332401275635,2
821212061590,1740867865.3765426,0.026175357401371002,-0.016162097454071045,1.0828285217285156,0.5946402549743652,-0.8039001226425171,-0.010743655264377594,-0.0056802332401275635,2
821212061590,1740867865.388354,0.026175357401371002,-0.016162097454071045,1.0828285217285156,0.5946402549743652,-0.8039001226425171,-0.010743655264377594,-0.0056802332401275635,2
821212061590,1740867865.398505,0.026175357401371002,-0.016162097454071045,1.0828285217285156,0.5946402549743652,-0.8039001226425171,-0.010743655264377594,-0.0056802332401275635,2
821212061590,1740867865.41036,0.026175357401371002,-0.016162097454071045,1.0828285217285156,0.5946402549743652,-0.8039001226425171,-0.010743655264377594,-0.0056802332401275635,2
821212061590,1740867865.42053,0.04981067031621933,0.12463320791721344,0.9713550209999084,0.4435865879058838,-0.8892776966094971,0.10218805819749832,-0.04442892596125603,2
821212061590,1740867865.430681,0.04981067031621933,0.12463320791721344,0.9713550209999084,0.4435865879058838,-0.8892776966094971,0.10218805819749832,-0.04442892596125603,2
821212061590,1740867865.440828,0.04981067031621933,0.12463320791721344,0.9713550209999084,0.4435865879058838,-0.8892776966094971,0.10218805819749832,-0.04442892596125603,2
821212061590,1740867865.4509401,0.04981067031621933,0.12463320791721344,0.9713550209999084,0.4435865879058838,-0.8892776966094971,0.10218805819749832,-0.04442892596125603,2
821212061590,1740867865.4610543,0.04981067031621933,0.12463320791721344,0.9713550209999084,0.4435865879058838,-0.8892776966094971,0.10218805819749832,-0.04442892596125603,2
821212061590,1740867865.471165,0.04981067031621933,0.12463320791721344,0.9713550209999084,0.4435865879058838,-0.8892776966094971,0.10218805819749832,-0.04442892596125603,2
821212061590,1740867865.481281,0.06550753861665726,0.20434117317199707,0.9025138020515442,0.32066425681114197,-0.9283590316772461,0.17485745251178741,-0.06891326606273651,2
